code,educationTypesAndLevels
7543.9,"Voor het beroep van 'kwaliteitscontroleur' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
8141.1,"Voor het beroep 'operator machine voor rubberproductie' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
7521.2,"Voor het beroep van 'houtverduurzamer' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2120.6.1,"Voor het beroep van 'biometricus' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
8183.7,"Voor het beroep van 'procesoperator verpakkings- en vulmachine' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
7543.7.1,"Voor het beroep van 'controleur luchtvaartassemblage' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3434.1.2.1,"Voor het beroep van 'hoofdbanketbakker' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2521.3,"Voor het beroep van 'databaseontwikkelaar' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3122.3,"Voor het beroep 'hoofd assemblage' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
1324.3.2.18,"Voor het beroep van 'import-exportmanager huishoudartikelen' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
1322.2,"Voor het beroep 'manager steengroeve' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
3111.13,"Voor het beroep 'technicus teledetectie' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2431.1,"Voor het beroep van 'copywriter' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2166.13,"Voor het beroep van 'specialist special effects' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2511.1,"Voor het beroep van 'ICT consultant' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
1213.9,"Voor het beroep 'directeur naleving en informatiebeveiliging' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
3123.1.7,"Voor het beroep van 'teamleider kraanmachinisten' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3133.1.3,"Voor het beroep 'operator controlekamer chemische installatie' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
1420.4.31,"Voor het beroep 'manager verkoop motorvoertuigen' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
110.1,"Voor het beroep van 'luitenant' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
6121.5,"Voor het beroep van 'schapenfokker' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Basisonderwijs
- Lager beroepsonderwijs"
7232.4,"Voor het beroep 'hoofd vliegtuigonderhoud' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
1324.3.2.12,"Voor het beroep van 'import-exportmanager vis en schaal- en weekdieren' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
7543.4,"Voor het beroep 'tester schakelborden' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2149.9,"Voor het beroep van 'ingenieur energietechnieken' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
7124.1,"Voor het beroep van 'isoleerder' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
4312.2,"Voor het beroep van 'backofficemedewerker' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Basisonderwijs
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
3131.3.6,"Voor het beroep van 'exploitatietechnicus kerncentrale' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Wetenschappelijk

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2651.7,"Voor het beroep van 'glaskunstenaar' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3422.4.7,"Voor het beroep van 'tennisleraar' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3115.1,"Voor het beroep van 'technisch ingenieur mechanica' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
8122.1,"Voor het beroep 'metaalspuiter oppervlaktebehandeling' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
3115.1.3,"Voor het beroep 'tester vliegtuigmotoren' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
7422.3,"Voor het beroep van 'monteur mobiele telefoons' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2144.1.13,"Voor het beroep van 'mijnventilatie-ingenieur' zijn de volgende opleidingstypen en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
3257.4.1,"Voor het beroep van 'inspecteur gevaarlijke stoffen en milieu' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
1324.7,"Voor het beroep 'manager treinstation' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
3153.2.3,"Voor het beroep van 'vlieginstructeur' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Hoger beroepsonderwijs"
7531.1,"Voor het beroep van 'kostuummaker' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
7318.2,"Voor het beroep van 'tapijtwever' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
3312.4,"Voor het beroep van 'analist kredieten en risico's' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
2631.2.4,"Voor het beroep van 'analist fiscaal beleid' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
2310.1.19,"Voor het beroep 'docent gezondheidszorg hoger onderwijs' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
1219.1.1,"Voor het beroep 'manager gebouwbeheer en installaties' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
3334.2.1,"Voor het beroep van 'notarisklerk' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
7515.3,"Voor het beroep van 'klasseerder van voedingsmiddelen' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
3411.6,"Voor het beroep van 'gerechtsdeurwaarder' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
5113.1,"Voor het beroep van 'toeristengids' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
7421.5,"Voor het beroep 'monteur kantoormachines' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
1324.3.2.19,"Voor het beroep van 'import-exportmanager levende dieren' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
5246.1,"Voor het beroep 'medewerker maaltijden' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
7121.1,"Voor het beroep van 'dakdekker' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2145.2,"Voor het beroep van 'rubbertechnoloog' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
8132.1,"Voor het beroep van 'filmontwikkelaar' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
8342.5,"Voor het beroep van 'heier' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
6121.1,"Voor het beroep van 'veefokker' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
3115.1.13,"Voor het beroep 'tester motoren van motorvoertuigen' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
3331.2.1.20,"Voor het beroep van 'specialist import en export van machines, industriële apparatuur, schepen en vliegtuigen' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
2431.10.1,"Voor het beroep van 'mediaplanner' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Praktisch

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
7312.4,"Voor het beroep van 'bouwer van membranofonen' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
3253.1.1,"Voor het beroep van 'eerstehulpinstructeur' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
9333.6,"Voor het beroep van 'stuwadoor' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Basisonderwijs
- Lager beroepsonderwijs"
8342.1,"Voor het beroep van 'machinebediener bovengrondse mijnbouw' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2131.6,"Voor het beroep van 'immunoloog' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger onderwijs
- Wetenschappelijk onderwijs"
2422.12.5,"Voor het beroep van 'beleidsmedewerker milieu' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
4221.5,"Voor het beroep 'reisbegeleider ter plaatse' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Basisonderwijs
- Lager beroepsonderwijs"
3114.1.1,"Voor het beroep van 'inspecteur vliegtuigelektronica' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2141.1,"Voor het beroep van 'procesingenieur' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
8321.1,"Voor het beroep van 'motorkoerier' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Basisonderwijs"
1219.5.5,"Voor het beroep van 'manager houtverwerkende industrie' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
2310.1.22,"Voor het beroep 'docent rechtsgeleerdheid hoger onderwijs' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
2642.1.2,"Voor het beroep van 'redacteur omroep' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Praktisch

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
1420.4.15,"Voor het beroep van 'bedrijfsleider hobbywinkel' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
5223.7.36,"Voor het beroep van 'verkoopspecialist tabaksproducten' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Basisonderwijs
- Lager beroepsonderwijs"
1211.1.2,"Voor het beroep van 'financieel directeur bankbedrijf' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
8160.44,"Voor het beroep van 'procesoperator warmtebehandeling van melk' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
8181.2,"Voor het beroep 'operator mengmachine steen en tegels' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Basisonderwijs
- Lager beroepsonderwijs"
2352.1.2,"Voor het beroep 'leraar speciaal kleuteronderwijs' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
2355.2,"Voor het beroep van 'leraar circustechnieken' zijn verschillende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2433.6.4,"Voor het beroep van 'vertegenwoordiger machines en industriële apparatuur' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2131.4.7,"Voor het beroep van 'epidemioloog' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
2635.3.23,"Voor het beroep van 'teamleider instelling maatschappelijk werk' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
1324.3.1.6.24,"Voor het beroep van 'distributiemanager cosmetica en parfums' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2635.3.27,"Voor het beroep van 'jeugdwelzijnswerker' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
2431.5,"Voor het beroep van 'businessdevelopmentmanager' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
1420.5,"Voor het beroep van 'supermarktmanager' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
3331.2.1.12,"Voor het beroep 'specialist import en export van vis, schaal- en weekdieren' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
2114.1.10,"Voor het beroep van 'seismoloog' zijn de volgende opleidingstypes en -niveaus benodigd:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
7422.2,"Voor het beroep van 'computerreparateur' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2269.14,"Voor het beroep van 'gespecialiseerd biomedisch wetenschapper' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
4222.1,"Voor het beroep 'medewerker klantencontactcentrum' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Basisonderwijs
- Lager beroepsonderwijs"
2413.1.2,"Voor het beroep van 'beleggingsanalist' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
4312.3,"Voor het beroep 'kassier wisselkantoor' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Basisonderwijs
- Lager beroepsonderwijs"
2320.1.12,"Voor het beroep van 'instructeur brandbestrijding' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
110.8,"Voor het beroep van 'kolonel' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
6112.1,"Voor het beroep van 'boomkweker' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2642.1.4,"Voor het beroep van 'columnist' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Theoretisch
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
7421.9,"Voor het beroep van 'technicus kabelbanen' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
1324.3.2,"Voor het beroep van 'import-exportmanager' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
2432.9.1,"Voor het beroep van 'woordvoerder' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
4212.4.1,"Voor het beroep van 'floormanager casino' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
5419.2,"Voor het beroep van 'parkeercontroleur' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Basisonderwijs
- Lager beroepsonderwijs"
7231.1,"Voor het beroep van 'remmenmonteur' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
8160.1,"Voor het beroep 'medewerker diervoeding' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Basisonderwijs
- Lager beroepsonderwijs"
3334.2,"Voor het beroep 'manager verwerving van onroerend goed' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
3115.1.10,"Voor het beroep van 'materiaalkundige' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
3324.4.23,"Voor het beroep van 'groothandelaar in metalen en ertsen' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
2412.7,"Voor het beroep van 'fondsmanager beleggingsfondsen' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Wetenschappelijk

**Opleidingsniveau:**
- Hoger beroepsonderwijs
- Wetenschappelijk onderwijs"
1323.1.2,"Voor het beroep van 'bouwkundig projectontwikkelaar' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
5249.2.1.1,"Voor het beroep van 'verhuurmedewerker landbouwmachines en -uitrusting' zijn de volgende opleidingstypes en opleidingsniveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Geen
- Basisonderwijs
- Lager beroepsonderwijs"
4323.14,"Voor het beroep van 'coördinator onderhoud van openbaar vervoer' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs (MBO)
- Hoger beroepsonderwijs (HBO)"
8160.54,"Voor het beroep van 'wijnvergister' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
2621.5,"Voor het beroep 'beheerder culturele bezoekersdiensten' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch
- Theoretisch

**Opleidingsniveau:**
- Middelbaar beroepsonderwijs
- Hoger beroepsonderwijs"
7543.11,"Voor het beroep van 'kwaliteitscontroleur fineerhout' zijn de volgende opleidingstypes en -niveaus relevant:

**Opleidingstype:**
- Praktisch

**Opleidingsniveau:**
- Lager beroepsonderwijs
- Middelbaar beroepsonderwijs"
